skus,name,description,category,images
J-1050;J-1050C;J-3160;J-3180;J-6250;J-F2;J-F5;J-F7;J-F8;J-F9;J-HP120DX;J-HP120S8;J-HPVS8Z,Hand Pruners,"<strong>FELCO</strong>--This is the original felco design. All felco popular models continues with tradition workmanship.
<strong>CORONA</strong>--There's a Corona Pruner to meet virtually any need or cutting preference. The blades and hooks on each of our bypass pruners are individually hand matched for precision, ensuring the closest. cleanest cuts with maximum cutting capacity.
<strong>ARS</strong>--The ARS has a more aggressive bevel angle on the precision ground blades. No one hardens blades better than ARS, edges are not only sharper, but keep their edge longer. Blades are hard chrome plated to keep rust, dirt, and sap buildup away. Simple solid die cast aluminum construction is shaped to fit the hand perfectly. Lighter weight, better balanced, and longer lasting. Full wire-coil spring is anchored- no popping out.
<strong>Pruner Holsters Available</strong>
J-1050 slides on belt
J-1050c clips on belt
<table>
<tr><th>NAME</th><th>PART #</th><th>DESCRIPTION</td></tr> <tr><td>FELCO</td><td>J-F2</td><td>Original</td></tr>
<tr><td>FELCO</td><td>J-F5</td><td>Economy</td></tr>
<tr><td>FELCO</td><td>J-F7</td><td>Rotation handle</td></tr>
<tr><td>FELCO</td><td>J-F8</td><td>grip for smaller hands</td></tr>
<tr><td>FELCO</td><td>J-F9</td><td>left handed F8</td></tr>
<tr><td>Corona</td><td>J-6250</td><td>forged bypass pruner</td></tr>
<tr><td>Corona</td><td>J-3180</td><td>forged bypass pruner</td></tr>
<tr><td>Corona</td><td>J-3160</td><td>forged bypass pruner</td></tr>
<tr><td>ARS</td><td>J-HP120S8</td><td>Heavy Duty Dropped forged</td></tr>
<tr><td>ARS</td><td>J-HPVS8Z</td><td>Extra Heavy Duty</td></tr>
<tr><td>ARS</td><td>J-HP120DX</td><td>8"" hand pruner</td></tr>
</table>","Sharp Things That Cut|ARS Hand Pruners|Hand pruners, secateurs, shears, pruning shears",https://images.blairsae.com/products/sharp-things-that-cut/hand-pruners_1.jpg|https://images.blairsae.com/products/sharp-things-that-cut/hand-pruners_2.jpg|https://images.blairsae.com/products/sharp-things-that-cut/hand-pruners_3.jpg|https://images.blairsae.com/products/sharp-things-that-cut/hand-pruners_4.jpg|https://images.blairsae.com/products/sharp-things-that-cut/hand-pruners_5.jpg|https://images.blairsae.com/products/sharp-things-that-cut/hand-pruners_6.jpg|https://images.blairsae.com/products/sharp-things-that-cut/hand-pruners_7.jpg|https://images.blairsae.com/products/sharp-things-that-cut/hand-pruners_8.jpg
J-HS6930;J-HS6960,"Corona Hedge Shears, Hickory Handles","Resharpenable forged steel alloy blades. Fully heat-treated for strength. Precision made pivot bolt. Serrated top blade, limb notch for longer branches. Shock stop bumper. Bolted on hardwood hickory handles. Comfortable non slip grips.
<table>
<tr><th>SKU</th><th>Blade</th><th>Handles</th></tr>
<tr><td>J-HS6960</td><td>10"" BLADE</td><td>9 3/4"" HANDLES</td></tr>
<tr><td>J-HS6930</td><td>8"" SERRATED BLADE</td><td>30"" HANDLES</td></tr>
</table>",Sharp Things That Cut|Corona Hedge Shears|Lopping Shears,https://images.blairsae.com/products/sharp-things-that-cut/corona-hedge-shears-hickory-handles_1.jpg
J-AH6940;J-HSK1100,"Hedge Shears, Aluminum Handles","Hedge Shears with Aluminum Handles.
<table>
<tr><th>SKU</th><th>Description</th></tr>
<tr><td>J-AH6940</td><td>Corona hedge shears with 8-1/2-inch blades and 13-inch green aluminum handles will help you give a boxwood that manicured Victorian garden look . Ergonomic handles and rubber bumpers make this shear as comfortable to use as possible.</td></tr>
<tr><td>J-HSK1100</td><td>Grow Tech super lightweight hedge shears with 8"" replacement blades and 25"" red aluminum handles</td></tr>
</table>",Sharp Things That Cut|Corona Hedge Shears|Lopping Shears,https://images.blairsae.com/products/sharp-things-that-cut/hedge-shears-aluminum-handles_1.jpg|https://images.blairsae.com/products/sharp-things-that-cut/hedge-shears-aluminum-handles_2.jpg
J-AL8120;J-AL8130;J-AL8150,"Corona Lopping Shears, Aluminum Handles","1 1/2"" Diameter cutting capacity plus you pick of length in the handle, listed below. Lightweight, high strength spin on/off elliptical aluminum handles. Resharpenable, replaceable Radial Arc bypass blade of fully heated-treated, forged steel alloy. Forged, slant-ground hook with self-cleaning, deep sap groove. Forged in bumper cups with alcryn bumpers. Precision made self aligning pivot bolt. Comfortable ergonomic grips.
<table>
<tr><th>SKU</th><th>Handle Length</th></tr>
<tr><td>J-AL8120</td><td>26""</td></tr>
<tr><td>J-AL8130</td><td>21""</td></tr>
<tr><td>J-AL8150</td><td>32""</td></tr>
</table>",Sharp Things That Cut|Corona Long Handled Bypass Loppers|Long Handled Pruners|Loppers|Lopping Shears,https://images.blairsae.com/products/sharp-things-that-cut/corona-lopping-shears-aluminum-handles_1.jpg|https://images.blairsae.com/products/sharp-things-that-cut/corona-lopping-shears-aluminum-handles_2.jpg
J-WL6341,"Corona Lopping Shears, Hickory Handles","When its too big for a hand pruner and too small for a handsaw, the J-WL6341, 22"" handle professional quality lopping shear may be the best choice. Durable, drop forged steel blade and hook are built to last. 1 1/2"" CUT. For heavier duty pruning of trees, shrubs and vines, these 3 can get the job done. Replaceable hickory handles in 26"", 32"" and 36"" lengths provide a choice of leverage and reach. Easily sharpened with a flat file with replaceable handles and parts, these shears will last a lifetime.
<table>
<tr><th>SKU</th><th>Handle Length</th><th>Cut</th></tr>
<tr><td>J-WL6431</td><td>26""</td><td>2 1/4""</td></tr>
<tr><td>J-WL6461</td><td>32""</td><td>2 1/4""</td></tr>
<tr><td>J-WL6481</td><td>36""</td><td>2 1/4""</td></tr>
<tr><td>J-WL6490</td><td>37""</td><td>3""</td></tr>
</table>",Sharp Things That Cut|Corona Long Handled Bypass Loppers|Long Handled Pruners|Loppers|Lopping Shears,https://images.blairsae.com/products/sharp-things-that-cut/corona-lopping-shears-hickory-handles_1.jpg|https://images.blairsae.com/products/sharp-things-that-cut/corona-lopping-shears-hickory-handles_2.jpg|https://images.blairsae.com/products/sharp-things-that-cut/corona-lopping-shears-hickory-handles_3.jpg
K-1000-10D;K-1000-10J;K-1000-12D;K-1000-12J;K-1000-6J;K-1000-8J;K-1005-10;K-1005-12;K-1005-6;K-1005-8;K-1035;K-1036;K-820;K-820A;K-820B;K-FG-6;K-FG-6BF;K-FG-6BM;K-FG-8;K-FG-8BF;K-FG-8BM;K-FG-F;K-FG-M,All Poles and Ferrules,"California branch stocks Jameson poles and ferrules while the Maryland branch stocks Dickie poles and ferrules. Jameson poles and ferrules are NOT interchangeable with other brands. Fanno slotted and drilled in CA fits fanno blades K-6405, 6157, 6109. (BLADES SOLD SEPARATELY)
<p>Yellow 1-1/4"" extruded fiberglass tubing. Includes K-4001 black plastic pole tip.</p>
<strong>Jameson availability</strong>
<table>
<tr><th>SKU</th><th>Length</th><th>Male</th><th>Female</th></tr> <tr><td>K-1000-6J</td><td>6' BLANK</td><td>NO</td><td>NO</td></tr>
<tr><td>K-FG-6BM</td><td>6' MALE</td><td>YES</td><td>NO</td></tr>
<tr><td>K-FG-6BF</td><td>6' FEMALE</td><td>NO</td><td>YES</td></tr>
<tr><td>K-FG-6</td><td>6' EXTENSION</td><td>YES</td><td>YES</td></tr>
<tr><td>K-1000-8J</td><td>8' BLANK</td><td>NO</td><td>NO</td></tr>
<tr><td>K-FG-8BM</td><td>8' MALE</td><td>YES</td><td>NO</td></tr>
<tr><td>K-FG-8BF</td><td>8' FEMALE</td><td>NO</td><td>YES</td></tr> <tr><td>K-FG-8</td><td>8' EXTENSION</td><td>YES</td><td>YES</td></tr>
<tr><td>K-1000-10J</td><td>10' BLANK</td><td>NO</td><td>NO</td></tr>
<tr><td>K-1000-12J</td><td>12' BLANK</td><td>NO</td><td>NO</td></tr>
<tr><td>K-FG-M</td><td>Male Furrel</td><td>YES</td><td>NO</td></tr>
<tr><td>K-FG-F</td><td>Female Furrel</td><td>NO</td><td>YES</td></tr>
</table>
<strong>Fanno slotted and drilled</strong>
<table>
<tr><th>SKU</th><th>Length</th></tr> <tr><td>K-1005-6</td><td>6'</td></tr>
<tr><td>K-1005-8</td><td>8'</td></tr>
<tr><td>K-1005-10</td><td>10'</td></tr>
<tr><td>K-1005-12</td><td>12'</td></tr>
</table>
<strong>Dickie availability</strong>
<table>
<tr><th>SKU</th><th>Length</th><th>Male</th><th>Female</th></tr> <tr><td>K-820A</td><td>6' MALE</td><td>YES</td><td>NO</td></tr>
<tr><td>K-820B</td><td>6' FEMALE</td><td>NO</td><td>YES</td></tr>
<tr><td>K-820</td><td>6' EXTENSION</td><td>YES</td><td>YES<td></tr>
<tr><td>K-1000-10D</td><td>10' BLANK</td><td>NO</td><td>NO</td></tr>
<tr><td>K-1000-12D</td><td>12' BLANK</td><td>NO</td><td>NO</td></tr>
<tr><td>K-1035</td><td>Male Furrel</td><td>YES</td><td>NO</td></tr>
<tr><td>K-1036</td><td>Female Furrel</td><td>NO</td><td>YES</td></tr> </table>",Sharp Things That Cut|Fiberglass Pruning Poles,https://images.blairsae.com/products/sharp-things-that-cut/all-poles-and-ferrules_1.jpg|https://images.blairsae.com/products/sharp-things-that-cut/all-poles-and-ferrules_2.jpg|https://images.blairsae.com/products/sharp-things-that-cut/all-poles-and-ferrules_3.jpg|https://images.blairsae.com/products/sharp-things-that-cut/all-poles-and-ferrules_4.jpg|https://images.blairsae.com/products/sharp-things-that-cut/all-poles-and-ferrules_5.jpg|https://images.blairsae.com/products/sharp-things-that-cut/all-poles-and-ferrules_6.jpg
K-4200;K-4300;K-ZB104;K-ZB106;K-ZB110,Marvin Pruner Heads,"Resharpenable forged steel alloy blades. Fully heat-treated for strength. Precision made pivot bolt. Serrated top blade, limb notch for longer branches. Shock stop bumper. Bolted on hardwood hickory handles. Comfortable non slip grips.
<table>
<tr><th>SKU</th><th>Blade</th><th>Handles</th></tr>
<tr><td>J-HS6960</td><td>10"" BLADE</td><td>9 3/4"" HANDLES</td></tr>
<tr><td>J-HS6930</td><td>8"" SERRATED BLADE</td><td>30"" HANDLES</td></tr>
</table>","Sharp Things That Cut|Fiberglass Pruning Poles|Fiberglass Pruning poles - sectional|Fiberglass pruning poles - straight|Pole Pruners: Heads, Sets, Parts|Marvin pruner head",https://images.blairsae.com/products/sharp-things-that-cut/marvin-pruner-heads_1.jpg|https://images.blairsae.com/products/sharp-things-that-cut/marvin-pruner-heads_2.jpg
J-14B;J-16B;J-17B;J-20B;J-22B;J-24B;J-45B;J-4B;J-6004;J-6008;J-6014;J-6016;J-6017;J-6020;J-6022;J-6024;J-6045,Handsaws & Replacement Blades,"<strong>No. 14 Series</strong> saws have straight handles and narrow curved blades. Good for orchard work and detail shade tree and ornamental pruning. <strong>No. 16 Series</strong> saws have pistol grip handles and are good for general pruning.
<strong>No. 20 Series</strong> Have ""D"" grip handles. Classic arborists pruning saw for general ornamental and line clearance pruning.
<table>
<tr><th>SKU</th><th>Handle & Blade Length</th><th>Points per inch</th><th>Comments</th></tr> <tr><td><strong>No. 14 Series</strong></td><td></td><td></td><td></td></tr>
<tr><td>J-6014</td><td>straight & 13""</td><td>7</td><td>fine tooth</td></tr>
<tr><td>J-14B</td><td>replacement blade</td><td></td><td>Blade for J-6014</td></tr>
<tr><td>J-6004</td><td>straight & 13""</td><td>6</td><td>longer handle</td></tr>
<tr><td>J-4B</td><td>replacement blade</td><td></td><td>Blade for J-6004</td></tr>
<tr><td><strong>No. 16 Series</strong></td><td></td><td></td><td></td></tr>
<tr><td>J-6045</td><td>pistol & 16""</td><td>5 1/2</td><td>X</td></tr>
<tr><td>J-45B</td><td>replacement blade</td><td></td><td>Blade for J-6045</td></tr>
<tr><td>J-6016</td><td>pistol & 16 1/2""</td><td>5 1/2</td><td>X</td></tr>
<tr><td>J-16B</td><td>replacement blade</td><td></td><td>Blade for J-6016</td></tr>
<tr><td>J-6017</td><td>pistol $ 20""</td><td>5</td><td>X</td></tr>
<tr><td>J-17B</td><td>replacement blade</td><td></td><td>Blade for J-6017</td></tr>
<tr><td><strong>No. 20 Series</strong></td><td></td><td></td><td></td></tr>
<tr><td>J-6020</td><td>D Handle & 19""</td><td>5</td><td>pull cut</td></tr>
<tr><td>J-20B</td><td>replacement blade</td><td></td><td>Blade forJ-6020</td></tr>
<tr><td>J-6022</td><td>D Handle & 21""</td><td>5</td><td>X</td></tr>
<tr><td>J-22B</td><td>replacement blade</td><td></td><td>Blade for J-6022</td></tr>
<tr><td>J-6024</td><td>D Handle & 22 1/2""</td><td>4 1/2</td><td>X</td></tr>
<tr><td>J-24B</td><td>replacement blade</td><td></td><td>Blade for J6024</td></tr>
<tr><td><strong>No. 8 Series</strong></td><td></td><td></td><td></td><tr>
<tr><td>J-6008</td><td>pistol & 22""</td><td>5 1/2</td><td>push out</td><tr>
</table>","Sharp Things That Cut|Handsaw scabbard, belting|Handsaw scabbards|Handsaw Scabbards, leather|Handsaws, Fanno, Original|Handsaws, Replacement Blades|Handsaws, Tri-Edge, Fanno|Handsaws, Tri-Edge, SMMC",https://images.blairsae.com/products/sharp-things-that-cut/handsaws-replacement-blades_1.jpg
J-1302;J-1302B;J-130BLADE;J-130RUBGRIP;J-13BLADE;J-6413;J-6413B;J-SM13;J-SM13B;J-SM13BT;J-SM13D;J-SM13DH;J-SM13H,"SM13 Series of Saws, Blades, and Scabbards","<strong>SM13 series.</strong> The pistol grip handle was our first release. Our next release was the closed grip ""D"" handle which provides several benefits. The ""D"" handle really helps to protect your knuckles from contact with rough bark. The ""D"" handles is less likely to snag on a branch and get levered out of the scabbard.
<strong>Scabbards</strong> We have the black belting and the leather scabbards. They fit our 13"" series plus many others as well. We also have the belting and leather scabbards with pruner pockets.
<strong>Replacement Blades</strong> We have the 13"" curved blade and the 13"" curved blade with tip.
<strong>Replacement Handles</strong> We also carry the wooden replacement handles for the saws.
We also carry a 13"" rubber grip saw with replacement blades.
We carry forester 13"" replacement blades.
<table>
<tr><th>SKU</th><th>Description</th></tr> <tr><td>J-SM13</td><td>13"" pistol grip saw</td></tr>
<tr><td>J-SM13D</td><td>13"" D handle saw300</td></tr>
<tr><td>J-SM13B</td><td>13"" replacement blade</td></tr>
<tr><td>J-SM13BT</td><td>13"" replacement blade with tip</td></tr>
<tr><td>J-SM13H</td><td>pistol replacement handle</td></tr>
<tr><td>J-SM13DH</td><td>replacement D handle</td></tr>
<tr><td>J-6413</td><td>leather scabbard</td></tr>
<tr><td>J-6413B</td><td>belting scabbard</td></tr>
<tr><td>J-1302</td><td>leather scabbard with pruner pocket</td></tr>
<tr><td>J-1302B</td><td>belting scabbard with pruner pocket</td></tr>
<tr><td>J-130RUBGRIP</td><td>saw with rubber grip handle</td></tr>
<tr><td>J-130BLADE</td><td>replacement blade for 130 saw</td><tr>
<tr><td>J-13BLADE</td><td>forester 13"" blades fits fanno saw</td><tr>
</table>","Sharp Things That Cut|Handsaw scabbard, belting|Handsaw scabbards|Handsaw Scabbards, leather|Handsaws, Fanno, Original|Handsaws, Replacement Blades|Handsaws, Tri-Edge, Fanno|Handsaws, Tri-Edge, SMMC",https://images.blairsae.com/products/sharp-things-that-cut/sm13-series-of-saws-blades-and-scabbards_1.jpg|https://images.blairsae.com/products/sharp-things-that-cut/sm13-series-of-saws-blades-and-scabbards_2.jpg|https://images.blairsae.com/products/sharp-things-that-cut/sm13-series-of-saws-blades-and-scabbards_3.jpg|https://images.blairsae.com/products/sharp-things-that-cut/sm13-series-of-saws-blades-and-scabbards_4.jpg|https://images.blairsae.com/products/sharp-things-that-cut/sm13-series-of-saws-blades-and-scabbards_5.jpg|https://images.blairsae.com/products/sharp-things-that-cut/sm13-series-of-saws-blades-and-scabbards_6.jpg|https://images.blairsae.com/products/sharp-things-that-cut/sm13-series-of-saws-blades-and-scabbards_7.jpg|https://images.blairsae.com/products/sharp-things-that-cut/sm13-series-of-saws-blades-and-scabbards_8.jpg
K-6880-1;K-6880-14;K-6880-15;K-6880-16;K-6880-17;K-6880-18;K-6880-19;K-6880-2;K-6880-20;K-6880-3;K-6880-35;K-6880-5;K-8100,Corona Pruner Head and Replacement Parts,"Forged steel alloy blade with 1 3/4 diameter cutting capacity. Compound action, dual pulley system triples your cutting power.
<table>
<tr><th>SKU</th><th>Part Name</th></tr>
<tr><td>K-8100</td><td>Pruner Head</td></tr> <tr><td>K-6880-1</td><td>Blade</td></tr>
<tr><td>K-6880-2</td><td>Hook</td></tr>
<tr><td>K-6880-3</td><td>Bolt & nut (blade to pivot)</td></tr>
<tr><td>K-6880-5</td><td>Spring</td></tr>
<tr><td>K-6880-14</td><td>Bottom Pulley</td></tr>
<tr><td>K-6880-15</td><td>Top Pulley</td></tr>
<tr><td>K-6880-16</td><td>Mounting</td></tr>
<tr><td>K-6880-17</td><td>Spring Retaining Pin</td></tr>
<tr><td>K-6880-18</td><td>Spring Retaining Clip</td></tr>
<tr><td>K-6880-19</td><td>Bolt & nut (lever to pivot)</td></tr>
<tr><td>K-6880-20</td><td>Bolt & nut (bar to lever)</td></tr>
<tr><td>K-6880-35</td><td>Connecting Bar</td></tr>
</table>","Sharp Things That Cut|Pole Pruners: Heads, Sets, Parts",https://images.blairsae.com/products/sharp-things-that-cut/corona-pruner-head-and-replacement-parts_1.jpg|https://images.blairsae.com/products/sharp-things-that-cut/corona-pruner-head-and-replacement-parts_2.jpg
K-4100;K-Y101;K-Y102;K-Y104;K-Z101;K-Z103;K-Z104;K-Z105;K-Z106;K-Z108;K-Z110;K-Z111;K-Z115;K-Z116;K-Z124;K-Z130,Fred Marvin Pruner Head & Replacement Parts,"Marvin can cut up to 1-1/4 inch green material, but it's going to be more efficient on 1-inch and under.
<table>
<tr><th>SKU</th><th>Name</th></tr>
<tr><td>K-4100</td><td>Pruner Head</td></tr> <tr><td>K-Y101</td><td>Hook</td></tr>
<tr><td>K-Y102</td><td>Lever</td></tr>
<tr><td>K-Y104</td><td>Casting Round</td></tr>
<tr><td>K-Z101</td><td>Blade</td></tr>
<tr><td>K-Z103</td><td>Link</td></tr>
<tr><td>K-Z104</td><td>Spring</td></tr>
<tr><td>K-Z105</td><td>Cap Screw Washer</td></tr>
<tr><td>K-Z106</td><td>Upper Spring Pin</td></tr>
<tr><td>K-Z108</td><td>Link Pin</td></tr>
<tr><td>K-Z110</td><td>Lower Spring Pin</td></tr>
<tr><td>K-Z111</td><td>Lever Block</td></tr>
<tr><td>K-Z115</td><td>Pulley</td></tr>
<tr><td>K-Z116</td><td>Pulley Pin</td></tr>
<tr><td>K-Z124</td><td>Block Bolt Washer Nut</td></tr>
<tr><td>K-Z130</td><td>Casting Rivet</td></tr> </table>","Sharp Things That Cut|Pole Pruners: Heads, Sets, Parts|Marvin pruner head",https://images.blairsae.com/products/sharp-things-that-cut/fred-marvin-pruner-head-replacement-parts_1.jpg
K-6105;K-6109;K-6157,"Pole Saw Blades, Lance Tooth, S&D","S&D = Slotted and Drilled. These blades bolt directly into a S&D pole or special adapter. Before the tri-edge was the lance tooth blade. Although it is fair to say that these blades may not seem to be as sharp or fast cutting as the tri-edge blades, they have done quite well for over 80 years and actually have some advantages of their own. They are less expensive to purchase and may be sharpened many times which greatly extends their service life, making them even less expensive to operate. The blades come in three sizes of tooth, giving them a versatile range of wood that can be cut. <table>
<tr><th>SKU</th><th>Blade</th><th>Points per inch</th><th>length</th></tr> <tr><td>K-6105</td><td>#5</td><td>5 1/2</td><td>16 1/2</td></tr>
<tr><td>K-6109</td><td>#9</td><td>5</td><td>20 1/2</td></tr>
<tr><td>K-6157</td><td>#57</td><td>7</td><td>16 1/2</td></tr>
</table>","Sharp Things That Cut|Pole Saws - Heads, Blades, Parts",https://images.blairsae.com/products/sharp-things-that-cut/pole-saw-blades-lance-tooth-s-d_1.jpg
K-6305;K-6309;K-6320;K-6357,"Pole Saw Blades, Socket Head Style","These blades are specially designed for use with either the Blair head or Fanno socket head. Before the tri-edge was the lance tooth. Although these blades may not seem to be as sharp or fast cutting as the tri-edge blades, they have done quite well for over 80 years and actually have some advantages of their own. They are less expensive to purchase and may be sharpened many times which greatly extends their service life, making them even less expensive to operate.
<table>
<tr><th>SKU</th><th>Blade</th><th>Points per inch</th><th>length</th></tr> <tr><td>K-6305</td><td>#5S</td><td>5 1/2</td><td>16 1/2</td></tr>
<tr><td>K-6309</td><td>#9S</td><td>5</td><td>20 1/2</td></tr>
<tr><td>K-6357</td><td>#57S</td><td>7</td><td>16 1/2</td></tr>
<tr><td>K-6320</td><td>xxx</td><td>xxx</td><td>16</td></tr>
</table>","Sharp Things That Cut|Pole Saws - Heads, Blades, Parts",https://images.blairsae.com/products/sharp-things-that-cut/pole-saw-blades-socket-head-style_1.jpg
E-1400-1;E-1400-2;E-1423;E-1424;E-1442;E-1450-1;E-1450-2;E-31910;E-31930,Chain Saw Straps and Lanyards,"Complete set includes (E-1442) 42' lanyard and either (E-1423) 8"" or (E-1424) 12"" saw strap. You can pick which snap you would like E-31930-opens out or E-31910-opens in.
E-1400-1--8"" with E-31930-open out
E-1400-2--8"" with E-31910-open in
E-1450-1--12"" with E-31930-open out
E-1450-2--12"" with E-31910-open in","Snaps, Rings, Thimbles and Things|Chainsaw Straps, and Lanyards",https://images.blairsae.com/products/snaps-rings-thimbles-and-things/chain-saw-straps-and-lanyards_1.jpg|https://images.blairsae.com/products/snaps-rings-thimbles-and-things/chain-saw-straps-and-lanyards_2.jpg|https://images.blairsae.com/products/snaps-rings-thimbles-and-things/chain-saw-straps-and-lanyards_3.jpg|https://images.blairsae.com/products/snaps-rings-thimbles-and-things/chain-saw-straps-and-lanyards_4.jpg|https://images.blairsae.com/products/snaps-rings-thimbles-and-things/chain-saw-straps-and-lanyards_5.jpg|https://images.blairsae.com/products/snaps-rings-thimbles-and-things/chain-saw-straps-and-lanyards_6.jpg|https://images.blairsae.com/products/snaps-rings-thimbles-and-things/chain-saw-straps-and-lanyards_7.jpg
F-4058-8;F-4058-12,5/8-inch DEADEYE Sling,"Top, orange sling. DEADEYE slings are most commonly used to lash Hobbs blocks and other rigging hardware into place in a tree. Hand-spliced in Yale's rigging loft from the same outstanding Double Esterlon that we recommend for lowering lines. The eye has a chafing sleeve to reduce wear on the eye itself. Orange in color. Using a 5:1 design factor, the safe knotted working load is 2,800 lbs. Standard lengths are 8, and 12 feet. <p class=""text-muted"">I think it's stupid to have to say this but here goes: Hobbs blocks and all other slings are not included in this part number, but we'll be more than happy to set you up with everything, it will just involve more part numbers.</p>
<table>
<tr><th>SKU</th><th>Length</th></tr> <tr><td>F-4058-8</td><td>8'</td></tr>
<tr><td>F-4058-12</td><td>12'</td></tr>
</table>",Uncategorized,
,"Bry-Dan Saddle Systems (Large (24&#8243;), Body Belt + Leg Straps)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>",Uncategorized,
,"Bry-Dan Saddle Systems (Large (24&#8243;), Body Belt)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>
<p><em>Size is leg strap measurement in inches</em></p>",Uncategorized,
,"Bry-Dan Saddle Systems (Large (24&#8243;), Leg Straps)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>
<p><em>Size is leg strap measurement in inches</em></p>",Uncategorized,
,"Bry-Dan Saddle Systems (Medium (22&#8243;), Body Belt + Leg Straps)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>",Uncategorized,
,"Bry-Dan Saddle Systems (Medium (22&#8243;), Body Belt)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>
<p><em>Size is leg strap measurement in inches</em></p>",Uncategorized,
,"Bry-Dan Saddle Systems (Medium (22&#8243;), Leg Straps)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>
<p><em>Size is leg strap measurement in inches</em></p>",Uncategorized,
,"Bry-Dan Saddle Systems (Small (20&#8243;), Body Belt + Leg Straps)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>",Uncategorized,
,"Bry-Dan Saddle Systems (Small (20&#8243;), Body Belt)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>
<p><em>Size is leg strap measurement in inches</em></p>",Uncategorized,
,"Bry-Dan Saddle Systems (Small (20&#8243;), Leg Straps)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>
<p><em>Size is leg strap measurement in inches</em></p>",Uncategorized,
